code,lon,lat
152523,113.67348,43.865554
152524,112.648569,42.747369
152525,116.978504,45.515743
152526,117.616377,44.593803
152527,115.290535,41.882292
152528,113.854505,42.237661
152529,115.036622,42.292605
152530,115.998604,42.247119
152531,116.492509,42.208921
152921,105.672599,38.839094
152922,101.673464,39.222241
152923,101.062403,41.960298
210102,117.221467,39.12339
210103,123.465461,41.802274
210104,123.476405,41.811425
210105,123.431621,41.826042
210106,123.383436,41.809038
210111,123.350435,41.671254
210112,123.567539,41.849226
210113,123.533605,42.058914
210114,123.314633,41.799668
210115,122.772378,41.523149
210123,123.337511,42.749925
210124,123.414621,42.509607
210181,122.875395,42.007109
210202,121.651547,38.924511
210203,121.618625,38.920473
210204,121.594507,38.913544
210211,121.531519,38.958002
210212,121.268597,38.856832
210213,121.789436,39.056433
210214,121.94646,39.398089
210224,122.594627,39.27827
210281,121.985638,39.632741
210283,122.974495,39.686956
210302,122.9974,41.096332
210303,123.383436,41.809038
210304,123.035484,41.156116
210311,122.967574,41.080939
210321,122.44255,41.41859
210323,123.287547,40.295892
210381,122.691569,40.887634
210402,123.919582,41.867806
210403,124.04555,41.859191
210404,123.790604,41.85903
210411,123.951414,41.889164
210421,123.92159,41.887037
210422,125.046356,41.739969
210423,124.93036,42.106761
210502,123.774614,41.301604
210503,123.774611,41.334803
210504,123.823474,41.314939
210505,123.751467,41.107096
210521,124.127585,41.307903
210522,125.367544,41.272925
210602,124.402584,40.142251
210603,124.366579,40.110719
210604,124.434387,40.164697
210624,124.790427,40.737553
210681,124.15961,39.867716
210682,124.072422,40.45918
210702,121.134585,41.122901
210703,121.15759,41.120691
210711,121.110453,41.115109
210726,122.130557,41.671593
210727,113.975524,41.081888
210781,121.362539,41.166488
210782,121.783447,41.594428
210802,122.265437,40.678764
210803,122.213582,40.672111
210804,122.127573,40.23234
210811,122.386439,40.686384
210881,122.355591,40.406167
210882,122.51538,40.650802
210902,121.669436,42.023735
210903,121.799363,42.093935
210904,121.685384,42.016968
210905,121.422479,41.789319
210911,121.686392,42.031871
210921,121.763574,42.071368
210922,122.545449,42.392707
211002,123.180608,41.275845
211003,123.191605,41.268438
211004,123.20358,41.223368
211005,123.426615,41.157327
211011,123.188604,41.259226
211021,123.112421,41.211679
211081,123.345462,41.432474
211102,122.046393,41.206072
211103,122.076499,41.164499
211104,122.088555,41.008179
211122,122.00356,41.248264
211202,123.848386,42.292574
211204,124.165563,42.552495
211221,123.735372,42.229226
211223,124.733615,42.744014
211224,124.117501,42.792178
211281,123.573509,42.473738
211282,124.044569,42.552079
211302,120.460487,41.571779
211303,120.443567,41.598469
211321,120.259391,41.241076
211322,119.64938,41.409456
211324,119.747414,41.133689
211381,120.777628,41.806483
211382,119.407358,41.251651
211402,120.876482,40.780894
211403,120.900621,40.741057
211404,120.756493,41.113098
211421,120.350425,40.331843
211422,119.843595,40.83038
211481,120.764558,40.616556
220102,125.35661,43.869873
220103,125.334625,43.949502
220104,116.449559,39.926375
220105,125.380468,43.871277
220106,125.262443,43.88681
220112,125.671448,43.531091
220113,125.845564,44.157792
220122,125.191484,44.438904
220182,126.539609,44.84544
220183,125.734515,44.527161
220184,124.829449,43.510833
220202,126.581449,43.887992
220203,126.568545,43.916343
220204,126.54765,43.839927
220211,126.56857,43.827152
220221,126.504416,43.678721
220281,127.35148,43.730004
220282,126.752484,42.977983
220283,126.971377,44.41227
220284,126.066616,42.951817
220302,123.383436,41.809038
220303,122.9974,41.096332
220322,124.342401,43.313346
220323,125.311485,43.351104
220382,123.509438,43.524527
220402,125.143452,42.907634
220403,125.155373,42.933308
220421,125.537378,42.683311
220422,124.997589,42.931879
220502,125.933595,41.708405
220503,126.049592,41.779966
220521,125.765392,41.685682
220523,126.053581,42.6907
220524,125.751424,42.290871
220581,125.717608,42.544884
220582,126.199577,41.1313
220602,126.42362,41.950424
220605,126.597391,42.062939
220621,127.455371,42.227335
220622,126.819499,42.394766
220623,128.207584,41.425896
220681,126.924582,41.817679
220702,124.823423,45.178039
220721,124.830456,45.123416
220722,123.974374,44.281638
220723,124.047564,45.008434
220781,126.056606,44.994168
220802,122.85751,45.627525
220821,123.206576,45.853117
220822,123.094521,44.818964
220881,122.794468,45.341132
220882,124.298504,45.513045
222401,129.52052,42.912717
222402,129.850382,42.974283
222403,128.238612,43.378291
222404,130.372613,42.868515
222405,129.432635,42.771535
222406,129.017387,42.552323
222424,129.777609,43.318451
222426,128.905448,43.117917
230102,126.623432,45.761844
230103,126.675638,45.765866
230104,126.655604,45.797776
230108,126.643547,45.603862
230109,126.516483,45.808593
230110,126.669624,45.71362
230111,126.594399,45.89521
230112,126.964356,45.554275
230113,126.319623,45.388112
230123,129.57452,46.33126
230124,128.835634,45.857758
230125,127.473497,45.752465
230126,127.410548,46.091283
230127,128.050356,45.956871
230128,128.752416,45.996393
230129,128.338606,45.457641
230183,128.015488,45.215474
230184,127.173529,44.937843
230202,123.964376,47.323577
230203,123.96135,47.360555
230204,123.984416,47.347019
230205,123.829406,47.161332
230206,123.63651,47.215504
230207,122.894367,47.523236
230208,123.759541,47.31555
230221,123.211539,47.343606
230223,125.312482,47.899484
230224,123.423626,46.397829
230225,123.512486,47.926884
230227,124.480542,47.780228
230229,125.881378,48.043172
230230,126.255387,48.048244
230231,126.105421,47.601867
230281,124.890549,48.490087
230302,130.987632,45.309806
230303,130.911385,45.216972
230304,130.85058,45.354434
230305,130.703396,45.098242
230306,131.018469,45.344435
230307,130.484536,45.217935
230321,131.130558,45.266185
230381,132.943466,45.768947
230382,131.853531,45.535641
230402,130.300468,47.348581
230403,130.281617,47.32443
230404,130.29354,47.321246
230405,130.245546,47.258716
230406,130.323361,47.344987
230407,130.317364,47.396045
230421,130.835495,47.583422
230422,131.859487,47.295265
230502,131.165342,46.652586
230503,131.164377,46.464596
230505,131.345657,46.602012
230506,119.295405,42.045125
230521,131.147434,46.734518
230522,131.814595,46.772973
230523,132.203594,46.332652
230524,134.020469,46.804183
230602,125.13351,46.638936
230603,125.140473,46.567678
230604,124.877599,46.658078
230605,124.897477,46.404313
230606,124.819377,46.045584
230621,125.275368,45.705108
230622,125.084573,45.524153
230623,124.86965,47.177234
230624,124.449359,46.868768
230719,128.842579,47.846436
230722,130.410555,48.894983
230781,128.038365,46.992949
230803,130.300468,47.348581
230804,130.372612,46.813512
230805,130.372612,46.813512
230811,113.162402,39.996839
230822,130.560385,46.245077
230826,130.725549,47.028817
230828,129.911645,46.735327
230881,132.517509,47.647981
230882,132.044539,47.255933
230883,134.31449,48.370945
230902,130.938371,45.82231
230903,131.026444,45.7718
230904,131.074481,45.791238
230921,130.598533,45.760964
231002,129.633478,44.58746
231003,129.642527,44.601775
231004,129.598364,44.60235
231005,125.155373,42.933308
231025,130.287579,45.284129
231081,131.157392,44.418154
231083,129.387427,44.599872
231084,129.489368,44.346984
231085,130.530559,44.924785
231086,131.131544,44.096101
231102,127.506632,50.25771
231123,128.485585,49.569491
231124,127.342388,49.431451
231181,126.49738,48.24742
231182,126.211555,48.52261
231202,126.991449,46.643493
231221,126.492385,46.839168
231222,126.29462,46.258095
231223,126.100489,46.710685
231224,127.514612,46.885744
231225,125.912483,47.179483
231226,127.120515,47.242516
231281,125.348622,46.425719
231282,125.968537,46.056938
231283,126.936509,47.456904
232721,126.65965,51.730947
232722,124.716513,52.340305
310101,121.491586,31.237247
310104,121.443396,31.194557
310105,121.430454,31.226848
310106,121.453432,31.233845
310107,121.403569,31.254973
310109,121.511586,31.269747
310110,121.53252,31.265524
310112,121.388612,31.118843
310113,119.295405,42.045125
310114,121.272595,31.380155
310115,121.550455,31.227348
310116,121.34848,30.747852
310117,121.23448,31.037135
310118,121.130553,31.155454
310120,121.480504,30.92372
310151,121.403557,31.62857
320102,118.804413,32.054757
320104,118.800407,32.045139
320105,118.738569,32.00937
320106,118.776519,32.072405
320111,118.634604,32.064679
320113,118.915423,32.1026
320114,118.785445,31.997859
320115,118.846567,31.958527
320116,118.827471,32.328666
320117,119.034404,31.657284
320118,118.898498,31.333639
320205,120.363426,31.594762
320206,120.304596,31.686741
320211,120.291548,31.53464
320213,120.3096,31.571645
320214,120.370396,31.55485
320281,120.370396,31.55485
320282,119.831606,31.342957
320302,118.776519,32.072405
320303,117.258424,34.259087
320305,117.46943,34.44162
320311,117.20059,34.249943
320312,117.17557,34.1861
320321,124.733615,42.744014
320322,116.942586,34.765152
320324,117.947433,33.918789
320381,118.361537,34.375611
320382,117.963411,34.339753
320402,119.980463,31.78557
320404,119.908463,31.807647
320411,119.977514,31.836324
320412,119.948612,31.706447
320413,119.604571,31.728893
320481,119.491506,31.422102
320505,120.578472,31.301933
320506,120.638508,31.268261
320507,120.648566,31.37469
320508,120.623455,31.341831
320509,120.651567,31.144644
320581,120.759496,31.659538
320582,120.561554,31.881141
320583,120.987452,31.390863
320585,121.135595,31.464599
320612,116.663415,39.916017
320613,120.86342,32.015923
320623,121.192438,32.335873
320681,121.663474,31.814233
320682,120.579466,32.377851
320703,119.346588,34.765337
320706,121.669436,42.023735
320707,119.179435,34.847682
320722,118.759565,34.547919
320723,119.246534,34.288616
320724,119.322538,34.092591
320803,119.147463,33.509
320804,119.041422,33.63815
320812,119.032414,33.558562
320813,118.879584,33.299625
320826,119.266448,33.787079
320830,118.551441,33.018255
320831,119.026469,33.031284
320902,120.204578,33.395893
320903,120.160503,33.34402
320904,120.507439,33.20476
320921,119.584601,34.204743
320922,119.827621,33.995647
320923,119.809581,33.765079
320924,120.264446,33.781014
320925,119.805531,33.469833
320981,120.326537,32.872716
321002,119.438505,32.400661
321003,119.404385,32.382751
321012,119.576603,32.440295
321023,119.365556,33.247205
321081,119.191467,32.27809
321084,119.465616,32.787147
321102,119.475604,32.203785
321111,119.41844,32.201495
321112,119.440501,32.13792
321181,119.612501,32.01592
321182,119.80352,32.242967
321183,119.175433,31.950923
321202,119.925525,32.496732
321203,119.888421,32.324862
321204,120.133398,32.515234
321281,119.857514,32.917824
321282,120.283532,31.98817
321283,120.058599,32.177474
321302,118.249567,33.968678
321311,118.336401,33.954804
321322,118.810419,34.117454
321323,118.709466,33.728328
321324,118.222416,33.465733
330102,120.175579,30.248398
330105,120.148447,30.324643
330106,120.136438,30.265916
330108,120.218471,30.214333
330109,120.218471,30.214333
330110,120.306592,30.424739
330111,119.966556,30.054723
330122,119.697599,29.798585
330127,119.048392,29.61495
330182,119.287398,29.481154
330203,121.557403,29.865721
330205,121.560421,29.892948
330206,121.850576,29.904659
330211,121.722519,29.954885
330212,121.555427,29.824206
330225,121.875564,29.482271
330226,121.436432,29.294317
330281,121.160585,30.042735
330282,121.272596,30.175257
330302,120.661586,28.020352
330303,120.819468,27.938652
330304,120.621447,27.972857
330305,121.163549,27.84187
330324,120.688524,28.15645
330326,120.572515,27.667724
330327,120.433595,27.523067
330328,120.097488,27.793217
330329,119.723537,27.562171
330381,120.661582,27.783951
330382,120.992502,28.11818
330402,120.78961,30.751547
330411,120.715437,30.770207
330421,120.932511,30.837122
330424,120.952445,30.531873
330481,120.686565,30.517924
330482,121.022575,30.682241
330483,120.571543,30.636311
330502,120.191605,30.862955
330503,120.424601,30.855243
330521,119.983465,30.548628
330522,119.917498,31.032579
330523,119.686563,30.644425
330602,120.588437,29.99531
330603,120.451511,30.079004
330604,120.87451,30.038243
330624,120.91057,29.505541
330681,120.253408,29.714935
330683,120.837437,29.567327
330702,119.578593,29.091775
330703,119.699582,29.104765
330723,119.822566,28.898244
330726,119.898436,29.458693
330727,120.456513,29.060103
330781,119.466599,29.214044
330782,120.081581,29.31115
330783,120.248422,29.295861
330784,120.054551,28.894204
330802,118.877584,28.974204
330803,118.965539,28.986238
330822,118.517557,28.906998
330824,118.421459,29.143188
330825,119.178418,29.034487
330881,118.633583,28.742868
330902,122.113601,30.025462
330903,121.403569,31.254973
330921,122.232605,30.269656
330922,122.457588,30.731274
331002,121.449408,28.679258
331003,121.268566,28.655334
331004,121.371578,28.586947
331022,121.402554,29.110355
331023,121.013553,29.149514
331024,120.735435,28.853226
331081,121.392589,28.377655
331082,121.151585,28.864049
331102,119.919519,28.451745
331121,120.296573,28.145488
331122,120.097478,28.665215
331123,119.282435,28.598455
331124,119.488544,28.455056
331125,119.579597,28.12147
331126,119.069487,27.625432
331127,119.64243,27.979554
331181,119.148445,28.080509
340102,117.315587,31.863787
340103,117.271459,31.884887
340104,117.266461,31.857378
340111,117.316576,31.799293
340121,117.17356,32.483723
340122,117.475401,31.89389
340123,117.164558,31.712962
340124,117.293577,31.261328
340181,117.895576,31.629002
340202,118.392606,31.345867
340207,118.397588,31.375805
340209,118.37958,31.317566
340223,118.340418,30.92026
340302,117.399513,32.948644
340303,117.379441,32.923379
340304,117.348452,32.93531
340311,117.366383,32.970547
340321,117.211506,32.976004
340322,117.887561,33.132709
340323,117.323548,33.323274
340402,117.059583,32.63727
340403,117.023445,32.653323
340404,116.865439,32.606255
340405,116.840564,32.637137
340406,116.841581,32.777955
340421,116.717573,32.715104
340422,114.389478,38.314629
340503,118.499606,31.725473
340504,118.505597,31.687745
340506,118.504605,31.576649
340521,118.504605,31.576649
340522,118.129204,31.740485
340523,114.690548,37.010998
340602,116.834612,33.997285
340603,116.800521,33.965827
340604,116.819599,33.901574
340621,116.772389,33.921629
340705,117.821457,30.940386
340706,117.798568,30.958512
340711,113.162402,39.996839
340722,117.226437,30.705671
340802,117.097514,30.517523
340803,117.040538,30.518232
340811,116.993441,30.619676
340822,116.836593,30.7394
340825,116.315476,30.460113
340826,116.135524,30.159787
340827,116.70059,30.129968
340828,116.366555,30.855228
340881,116.980466,31.041969
341002,118.321418,29.702144
341003,118.14761,30.278651
341004,118.343436,29.834221
341021,118.42146,29.866288
341022,118.20543,29.795459
341023,117.944477,29.931047
341024,117.723393,29.860344
341102,118.312441,32.300867
341103,118.423482,32.206132
341122,118.442412,32.45845
341124,118.280584,32.09194
341125,117.704471,32.537047
341126,117.538585,32.880977
341181,118.950489,32.794116
341182,117.99551,32.783023
341202,115.813411,32.889625
341203,115.863617,32.917362
341204,115.815426,32.931314
341221,115.267616,33.04596
341222,115.628615,33.16596
341225,115.602546,32.664097
341226,116.263477,32.659028
341282,115.38061,33.262775
341302,116.98348,33.646131
341321,116.372524,34.448428
341322,116.953585,34.194269
341323,117.564557,33.547892
341324,122.457588,30.731274
341502,116.545438,31.756288
341503,116.48655,31.743626
341504,115.947476,31.835263
341522,115.947476,31.835263
341523,116.955602,31.467692
341524,115.940441,31.733462
341525,116.339576,31.398571
341602,115.785472,33.882663
341621,116.221609,33.498567
341622,116.571589,33.271658
341623,116.191494,33.155596
341702,117.57449,30.693858
341721,117.034481,30.116535
341722,117.492394,30.21653
341723,117.853431,30.645634
341802,118.762549,30.952158
341821,119.186466,31.132682
341823,118.426435,30.694672
341824,118.585444,30.073292
341825,118.546467,30.292481
341881,118.98961,30.639352
350102,118.776519,32.072405
350103,119.320528,26.058528
350104,119.280432,26.052842
350105,119.445519,26.004534
350111,119.334579,26.087214
350121,119.138482,26.156035
350122,119.546479,26.203583
350123,119.55648,26.495496
350124,118.869577,26.226848
350125,118.938431,25.872787
350128,119.796501,25.5047
350181,119.390465,25.726343
350203,118.088408,24.451948
350205,118.039562,24.490326
350206,118.153588,24.517573
350211,118.103435,24.582019
350212,118.158563,24.729114
350213,118.254576,24.624216
350302,119.001536,25.424344
350303,119.122567,25.464464
350304,119.019482,25.439754
350305,119.111571,25.323654
350322,118.698454,25.368291
350404,117.614415,26.240219
350421,117.208518,26.361854
350423,116.823593,26.183357
350424,116.660426,26.267956
350425,117.85344,25.698933
350426,118.19744,26.176218
350428,117.477409,26.73521
350429,117.182596,26.90566
350430,116.852506,26.836825
350481,117.371443,25.948144
350502,118.593481,24.913354
350503,118.61958,24.89497
350504,118.677416,24.946214
350505,118.922433,25.13965
350521,118.803416,25.03695
350524,118.192425,25.06176
350525,118.300486,25.327974
350526,118.24755,25.497309
350527,118.330415,24.440445
350581,118.654519,24.737665
350582,118.558431,24.787825
350583,118.392572,24.966362
350602,117.66059,24.516268
350603,117.716455,24.50951
350622,117.346448,23.964073
350623,117.620443,24.123462
350624,117.182559,23.717054
350626,117.43656,23.706895
350627,117.363446,24.520852
350628,117.322552,24.368365
350629,117.540586,25.010068
350702,118.188451,26.643808
350703,118.127525,27.337502
350721,117.816519,26.799104
350722,118.547439,27.92339
350723,117.340482,27.547273
350724,118.791454,27.532555
350725,118.863587,27.371749
350781,117.49942,27.34647
350782,118.041577,27.762554
350783,118.311461,27.028955
350802,117.043543,25.104078
350803,116.892447,24.869137
350821,116.363568,25.839185
350823,116.426443,25.05557
350824,116.107589,25.100855
350825,116.760446,25.716337
350881,117.426556,25.295743
350902,119.533442,26.666739
350921,120.011427,26.891349
350922,118.752578,26.583262
350923,118.992596,26.914265
350924,119.511425,27.46665
350925,119.345567,27.110239
350926,119.907457,27.239962
350981,119.654406,27.094324
350982,120.223452,27.330525
360102,115.905466,28.691259
360103,120.136438,30.265916
360104,115.931416,28.627236
360111,115.968552,28.687596
360112,115.821451,28.698749
360121,115.95046,28.551604
360123,115.555441,28.850794
360124,116.248538,28.382759
360202,117.190579,29.278854
360203,117.209548,29.305778
360222,117.221466,29.357788
360281,117.158511,28.984364
360302,113.87744,27.621308
360313,113.7405,27.645875
360321,113.968541,27.133463
360322,113.801538,27.886416
360323,114.036519,27.636605
360402,115.995599,29.677495
360403,115.996558,29.733094
360423,115.107442,29.262352
360424,114.553568,29.031176
360425,115.815407,29.028006
360426,115.762578,29.319172
360428,116.210552,29.278965
360429,116.258471,29.737132
360430,116.55551,29.902122
360481,115.68743,29.681951
360482,115.762578,29.319172
360483,116.051426,29.454539
